Brand,Model Name,Processor,Operating System,Storage,RAM,Screen Size,Touch_Screen,Price
Infinix,XL30,Celeron Quad Core,Windows 11 Home,128 GB,4 GB,39.62 cm (15.6 Inch),No,20990
ASUS,FX506LHB-HN355W | FX506LH-HN258W,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,49990
HP,Pavilion 15-EH3101AU,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),Yes,64600
HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,49990
HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,66999
GIGABYTE,G5 MF-E2IN313SH,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,72990
Lenovo,15ITL6,Core i3,Windows 11 Home,256 GB,8 GB,39.62 cm (15.6 Inch),No,34490
HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,54990
ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,77990
ASUS,X1500EA,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,37990
ASUS,GZ301ZE-LC193WS,Core i9,Windows 11 Home,1 TB,16 GB,34.04 cm (13.4 Inch),Yes,199990
MSI,GF63 Thin 11SC-1493IN,Core i5,Windows 11 Home,4 TB,16 GB,39.62 cm (15.6 Inch),No,48990
Lenovo,16ARH7H,Ryzen 7 Octa Core,Windows 11 Home,1 TB,16 GB,40.64 cm (16 Inch),No,109990
HP,15-eg3079TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,66990
HP,15s-fq5202TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,53990
Lenovo,Ideapad 5 14ABR8,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,66388
Acer,A715-51G,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,58500
HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,38990
HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,37990
realme,Book Prime,Core i5,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,56999
HP,15-fh0015AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),Yes,78890
Lenovo,ThinkBook 15 Gen 2,Core i5,Windows 10 Home,1 TB,16 GB,38.1 cm (15 inch),No,58890
HP,15s-eq2132au,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,46150
HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,46990
HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,53990
ASUS,K3405ZF-LY542WS,Core i5,Windows 11 Home,512 GB,16 GB,35.56 cm (14 Inch),No,64990
ASUS,FX506LHB-HN355W | FX506LH-HN258W,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,49990
HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,66999
HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,49990
ASUS,G533ZXZ-LN116WS,Core i9,Windows 11 Home,1 TB,32 GB,39.62 cm (15.6 Inch),No,179990
MSI,Modern 14 C13M-435IN,Core i7,Windows 11 Home,512 GB,16 GB,35.56 cm (14 Inch),No,64990
ASUS,G614JU-N3221WS,Core i5,Windows 11 Home,1 TB,16 GB,40.64 cm (16 Inch),No,144990
Acer,A715-76G,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,54990
ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,77990
HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,54990
SAMSUNG,Galaxy Book3 Pro,Core i7,Windows 11 Home,512 GB,16 GB,35.56 cm (14 Inch),No,124990
GIGABYTE,G5 MF-E2IN313SH,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,72990
HP,15-eg3079TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,66990
HP,15s-fq5202TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,53990
WINGS,WL-Nuvobook S2-SLV,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,25990
HP,15-eg2091T,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,74900
Infinix,XL30,Celeron Quad Core,Windows 11 Home,128 GB,4 GB,39.62 cm (15.6 Inch),No,20990
ASUS,M1603QA-MB511WS,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,40.64 cm (16 inch),No,53890
HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,37990
HP,14-dy1013TU,Core i7,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),Yes,85999
HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,46990
HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,53990
Lenovo,15IHU6,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,47990
GIGABYTE,G5 GE-51IN263SH,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,57990
HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,37990
HP,Pavilion x360,Core i5,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),Yes,78468
Infinix,INBook X1,Core i3,Windows 11 Home,256 GB,8 GB,35.56 cm (14 inch),No,37999
HP,15-fa1060TX,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),Yes,99999
HP,ef2033TU,Core i7,Windows 11 Home,1 TB,16 GB,34.29 cm (13.5 Inch),Yes,138490
HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,46990
HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,53990
Lenovo,IdeaPad Slim 3i,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),Yes,44400
HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,66999
HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,49990
ASUS,M6500QFB-LK741WS,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,67990
Lenovo,s14,Core i5,Windows 11 Home,512 GB,8 GB,35.56 cm (14 inch),Yes,46980
Acer,Aspire 3,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,36990
HP,255 G8,Athlon Dual Core,Windows 11 Home,256 GB,8 GB,39.62 cm (15.6 inch),Yes,24399
ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,77990
HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,54990
MSI,Summit E16 Flip A13VET-068IN NVIDIA GeForce RTX 4050,Core i7,Windows 11 Home,1 TB,32 GB,40.64 cm (16 Inch),Yes,159990
ASUS,X415EA-EK326WS,Core i3,Windows 11 Home,2 TB,8 GB,35.56 cm (14 Inch),No,32500
HP,15-eg3079TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,66990
HP,15s-fq5202TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,53990
Infinix,XL28,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,29990
Acer,AN515-47,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,77790
HP,Victus,Ryzen 7 Octa Core,Windows 11 Home,512 GB,8 GB,38.1 cm (15 inch),Yes,61400
Infinix,XL21,Core i7,Windows 11 Home,512 GB,16 GB,35.56 cm (14 Inch),No,54990
HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,38990
HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,37990
HP,HP 240 G8 (689U2PA),Core i3,Windows 11 Pro,512 GB,8 GB,35.56 cm (14 inch),Yes,34490
ASUS,KM513UA-L713WS,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,63990
HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,46990
HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,53990
MICROSOFT,QEZ-00065,Core i5,Windows 11 Home,256 GB,8 GB,33.02 cm (13 inch),Yes,113990
HP,EG2002TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,68400
HP,15-fd0022TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,60490
HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,66999
HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,49990
Lenovo,IdeaPad Slim 5i,Core i5,Windows 11 Home,512 GB,16 GB,40.64 cm (16 inch),No,69990
DELL,G15-5525,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,93831
ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,77990
HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,54990
MSI,Summit E16 Flip A13VET-068IN NVIDIA GeForce RTX 4050,Core i7,Windows 11 Home,1 TB,32 GB,40.64 cm (16 Inch),Yes,159990
DELL,Inspiron 3521,Pentium Silver,Windows 11 Home,256 GB,8 GB,39.62 cm (15.6 Inch),No,32990
HP,15s FR2508TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),Yes,38500
Infinix,XL28,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,29990
HP,15-eg3079TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,66990
HP,15s-fq5202TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,53990
HP,15s-fq5013nia,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,57990
DELL,Inspiron 13 7000,Core i5,Windows 10 Home,256 GB,8 GB,33.78 cm (13.3 inch),Yes,70290
HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,38990
HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,37990
ASUS,KM513UA-L512WS,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,58990
SAMSUNG,Galaxy Book3 360,Core i7,Windows 11 Home,1 TB,16 GB,33.78 cm (13.3 Inch),Yes,133990
ASUS,Vivobook Pro 15 Creator,Ryzen 5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),Yes,60943
ASUS,CX1400FKA-EC0158,Celeron Dual Core,Chrome,64 GB,4 GB,35.56 cm (14 Inch),Yes,25751
HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,46990
HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,53990
Acer,Aspire 5 Gaming,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,54990
HP,15s-dy3501TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,45899
HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,46990
Acer,Swift Go 14,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,8 GB,35.56 cm (14 Inch),No,47990
Acer,AN515-57,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,69990
HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,38990
HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,53990
HP,15s- eq2213AU,Ryzen 3 Quad Core,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,36990
ASUS,UM3402YA-KM541WS,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 Inch),No,69990
Lenovo,E41-55,Athlon Dual Core,DOS,,4 GB,35.56 cm (14 Inch),No,20990
HP,245 G8,Ryzen 5 Quad Core,Windows 11 Home,512 GB,8 GB,35.56 cm (14 Inch),Yes,41000
HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,49990
ASUS,TUF GAMING F15,Core i5,Windows 11 Home,1 TB,8 GB,39.62 cm (15.6 inch),Yes,55990
ASUS,X515EA-EJ701WS,Core i7,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,59990
ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,77990
HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,54990
DELL,Latitude 3420,Core i5,Ubuntu,512 GB,8 GB,35.56 cm (14 inch),Yes,44490
Infinix,XL30,Celeron Quad Core,Windows 11 Home,128 GB,4 GB,39.62 cm (15.6 Inch),No,20990
Lenovo,16APH8,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,40.64 cm (16 inch),No,113990
ASUS,M6500QC-HN542WS,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,71000
HP,15-eg3079TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,66990
HP,15s-fq5202TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,53990
DELL,Gaming 5530,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,89649
Acer,Aspire 7,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,47750
HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,38990
HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,37990
ASUS,Vivobook S 14 Flip,Ryzen 5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),Yes,65391
DELL,Latitude 3420,Core i3,Windows 10 Pro,256 GB,8 GB,35.56 cm (14 inch),Yes,35990
DELL,Vostro 3425,Ryzen 3 Quad Core,Windows 11 Home,512 GB,8 GB,35.0 cm (13.78 inch),No,38198
DELL,Alienware x17 R2,Core i7,Windows 11 Home,1 TB,32 GB,43.94 cm (17.3 Inch),No,237890
HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,46990
HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,53990
MSI,Raider GE78 HX 13VI-087IN,Core i9,Windows 11 Home,4 TB,64 GB,43.94 cm (17.3 Inch),No,370890
HP,14s- dy2506TU,Core i3,Windows 11 Home,256 GB,8 GB,35.56 cm (14 inch),No,36690
HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,66999
HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,49990
Lenovo,Ideapad 3,Core i7,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),Yes,59390
Acer,Aspire 5,Core i5,Windows 10 Home,1 TB,8 GB,39.62 cm (15.6 inch),No,45991
DELL,XPS 13,Core i7,Windows 11 Home,512 GB,16 GB,34.04 cm (13.4 inch),Yes,128990
MSI,CreatorPro M16 A12UIS,Core i7,Windows 11 Home,2 TB,16 GB,40.64 cm (16 inch),No,96867
ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,77990
HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,54990
HP,x360-bf0063TU,Core i7,Windows 11 Home,1 TB,16 GB,33.78 cm (13.3 Inch),Yes,116390
ASUS,E510MA-EJ021WS,Celeron Dual Core,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,27990
HP,15-eg3079TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,66990
HP,15s-fq5202TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,53990
Apple,MK1A3HN/A,M1 Max,Mac OS Monterey,1 TB,32 GB,41.15 cm (16.2 inch),No,309490
ASUS,K3405VCB-KM541WS,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,64990
GIGABYTE,AORUS 15 BKF,Core i7,Windows 11 Pro,1 TB,16 GB,39.62 cm (15.6 Inch),No,148990
HP,15-fa0188TX,Core i7,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),Yes,81990
HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,38990
HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,37990
ASUS,Vivobook 17,Core i5,Windows 11 Home,512 GB,16 GB,43.94 cm (17.3 inch),No,58800
HP,16-d0333TX,Core i5,Windows 11 Home,512 GB,16 GB,40.89 cm (16.1 Inch),No,62990
HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,46990
HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,53990
Apple,MPHG3HN/A,M2 Max,macOS Ventura,1 TB,32 GB,35.56 cm (14 Inch),No,290990
DELL,Vostro 3420,Core i5,Windows 11 Home,512 GB,8 GB,35.56 cm (14 inch),No,49999
DELL,Vostro,Core i5,Windows 10,512 GB,8 GB,35.56 cm (14 inch),No,59590
HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,66999
Lenovo,ThinkBook 15 Gen 2,Core i5,Windows 10 Home,1 TB,16 GB,38.1 cm (15 inch),No,58890
Lenovo,16ACH6H,Ryzen 7 Octa Core,Windows 11 Home,1 TB,16 GB,40.64 cm (16 inch),No,104990
ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,77990
HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,54990
HP,VICTUS 15-fb1002AX,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),Yes,50990
ASUS,Vivobook,Ryzen 5 Quad Core,Windows 11 Home,2 TB,16 GB,39.62 cm (15.6 inch),No,52990
ASUS,Vivobook 16X	K3605VU,Core i5,Windows 11 Home,512 GB,16 GB,40.64 cm (16 inch),Yes,90990
Lenovo,14IAU7,Core i3,Windows 11 Home,512 GB,8 GB,90.32 cm (35.56 cm),No,35880
HP,15s-fq5202TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,53990
HP,15-fa0188TX,Core i7,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),Yes,81990
Acer,EX215-54,Core i3,Windows 11 Home,256 GB,4 GB,39.62 cm (15.6 inch),No,29500
HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,46990
HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,66999
DELL,Vostro 3425,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 Inch),No,49500
ASUS,K3405VFB-KM541WS,Core i5,Windows 11 Home,512 GB,16 GB,35.56 cm (14 Inch),No,82990
HP,245 G,Ryzen 3 Dual Core,DOS,512 GB,8 GB,35.56 cm (14 inch),No,23990
HP,15-fd0012TU,Core i5,Windows 11 Home,1 TB,8 GB,39.62 cm (15.6 Inch),No,66247
HP,15-eg3079TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,66990
HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,38990
DELL,Vostro 5620,Core i5,Windows 11 Home,512 GB,8 GB,40.64 cm (16 Inch),No,63990
MSI,Bravo 15 B7ED-011IN,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,74990
HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,37990
HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,53990
Lenovo,TB15 G4 IAP,Core i5,Windows 11 Pro,2 TB,16 GB,39.62 cm (15.6 Inch),No,59990
MICROSOFT,QEZ-00048,Core i5,Windows 11 Home,256 GB,8 GB,33.02 cm (13 inch),Yes,113990
DELL,Vostro 3525,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,39990
ASUS,K3605ZC-MBN752WS,Core i7,Windows 11 Home,1 TB,16 GB,40.64 cm (16 Inch),No,87990
HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,49990
HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,54990
Lenovo,15IRH8,Core i7,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,100190
Acer,Aspire 3,Core i3,Windows 10 Home,256 GB,4 GB,39.62 cm (15.6 inch),No,31990
ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,77990
HP,15s-fq5202TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,53990
Lenovo,V14,Core i5,Windows 10,256 GB,8 GB,35.56 cm (14 inch),Yes,41000
Acer,Aspire 3,Core i3,Windows 10 Home,256 GB,4 GB,39.62 cm (15.6 inch),No,31990
HP,14-ec0033AU,Ryzen 5 Hexa Core,Windows 10 Home,512 GB,16 GB,35.56 cm (14 inch),No,48400
DELL,Latitude 14,Core i7,Windows 11 Pro,512 GB,16 GB,35.56 cm (14 inch),No,99990
Lenovo,15IRH8,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,64990
Lenovo,15IRH8,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,90990
HP,15s- eq2212AU,Ryzen 3 Quad Core,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,37750
ASUS,FA577NU-LP082W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,94990
HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,38990
HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,37990
ASUS,Pro 15 OLED,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),Yes,74990
