Brand,Model Name,Processor,Operating System,Storage,RAM,Screen Size,Touch_Screen,Price
DELL,G15,Core i7,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,109990
Lenovo,ideapad 3,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),Yes,48990
ASUS,X415KA-EK111WS,Pentium Silver,Windows 11 Home,256 GB,4 GB,35.56 cm (14 Inch),No,26890
HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,46990
HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,53990
HP,14s-dq2606tu,Core i3,Windows 11 Home,512 GB,8 GB,35.56 cm (14 Inch),No,44300
HP,Omen,Ryzen 5 Hexa Core,Windows 10 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,56999
HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,49990
HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,66999
DELL,Vostro 3400,Core i5,Windows 11 Home,512 GB,8 GB,35.56 cm (14 Inch),No,48583
Lenovo,ThinkPad T14,Core i7,Windows 10,512 GB,16 GB,30.48 cm (12 inch),Yes,110790
MSI,GF63 Thin 11UCX-1471IN,Core i5,Windows 11 Home,4 TB,8 GB,39.62 cm (15.6 Inch),No,48990
HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,49990
HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,53990
HP,15-fb0106AX,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,38.86 cm (15.3 Inch),No,62990
Acer,A515-56G,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,46990
HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,54990
ASUS,Zenbook 14 Flip OLED,Core i7,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),Yes,137890
DELL,Inspiron 3511,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,50900
ASUS,K513EA-L302WS,Core i3,Windows 11 Home,256 GB,8 GB,39.62 cm (15.6 inch),No,39500
HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,66999
HP,15-eg3079TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,66990
Lenovo,15IHU6,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,52990
HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,37990
ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,77990
ASUS,GX650RXZ-LS228WS,Ryzen 9 Octa Core,Windows 11 Home,2 TB,32 GB,40.64 cm (16 Inch),No,361990
Lenovo,15IRH8,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,64990
HP,15-fd0011TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,60490
HP,Intel,Core i5,Windows 10 Pro,512 GB,8 GB,33.78 cm (13.3 inch),Yes,74419
HP,Victus 16,Core i5,Windows 11 Home,512 GB,16 GB,40.89 cm (16.1 inch),Yes,64500
HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,38990
HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,37990
HP,15s- eq2212AU,Ryzen 3 Quad Core,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,37750
ASUS,Vivobook S15 OLED,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),Yes,74000
ASUS,TUF Gaming F15,Core i5,Windows 10 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,54990
DELL,Inspiron 3511,Core i3,Windows 11 Home,1 TB,8 GB,39.62 cm (15.6 inch),No,46890
HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,46990
Acer,Aspire 3,Core i3,Windows 10 Home,256 GB,4 GB,39.62 cm (15.6 inch),No,31990
HP,14-ec0033AU,Ryzen 5 Hexa Core,Windows 10 Home,512 GB,16 GB,35.56 cm (14 inch),No,48400
HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,66999
HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,49990
DELL,Latitude 14,Core i7,Windows 11 Pro,512 GB,16 GB,35.56 cm (14 inch),No,99990
Lenovo,V14,Core i5,Windows 10,256 GB,8 GB,35.56 cm (14 inch),Yes,41000
ASUS,X415KA-EK111WS,Pentium Silver,Windows 11 Home,256 GB,4 GB,35.56 cm (14 Inch),No,26890
ASUS,Pro 15 OLED,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),Yes,74990
ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,77990
DELL,G15,Core i7,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,109990
Lenovo,ideapad 3,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),Yes,48990
HP,15-eg3079TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,66990
HP,15s-fq5202TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,53990
ASUS,FA577NU-LP082W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,94990
HP,14s-dq2606tu,Core i3,Windows 11 Home,512 GB,8 GB,35.56 cm (14 Inch),No,44300
MSI,Modern 14 C13M-438IN,Core i3,Windows 11 Home,512 GB,8 GB,35.56 cm (14 Inch),No,41990
HP,15-fa0354TX,Core i7,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,91731
HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,38990
HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,37990
ASUS,UX3402VA-KM742WS,Core i7,Windows 11 Home,512 GB,16 GB,35.56 cm (14 Inch),No,97990
HP,16-e0162AX,Ryzen 5 Hexa Core,Windows 10 Home,512 GB,8 GB,40.89 cm (16.1 inch),No,58900
HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,46990
HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,53990
ASUS,FX517ZE-HN035WS,Core i7,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),Yes,97289
HP,15S-FQ2738TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),Yes,36490
HP,14-ec0033AU,Ryzen 5 Hexa Core,Windows 10 Home,512 GB,16 GB,35.56 cm (14 inch),No,48400
Apple,MacBook Pro,M3 Pro,macOS Sonoma,1 TB,18 GB,35.56 cm (14 Inch),No,239900
HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,66999
HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,49990
HP,Victus,Core i5,Windows 11 Home,512 GB,8 GB,40.89 cm (16.1 inch),No,70890
ASUS,TUF Gaming F15,Core i5,Windows 10 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,54990
ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,77990
HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,54990
Lenovo,15ITL6,Core i3,Windows 11 Home,256 GB,8 GB,39.62 cm (15.6 Inch),No,34490
HP,Spectre x360 13,Core i7,Windows 11 Home,512 GB,16 GB,34.29 cm (13.5 inch),No,131680
Lenovo,V14,Core i5,Windows 10,256 GB,8 GB,35.56 cm (14 inch),Yes,41000
MSI,Katana GF66 12UC-881IN,Core i5,Windows 11 Home,2 TB,8 GB,39.62 cm (15.6 Inch),No,72990
HP,15-eg3079TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,66990
HP,15s-fq5202TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,53990
HP,15-fc0031AU,Ryzen 5 Quad Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,50090
HP,14s-fy1005AU,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 Inch),No,62690
HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,37990
HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,46990
HP,14s-ef1002tu,Core i3,Windows 11 Home,512 GB,8 GB,35.56 cm (14 Inch),No,38490
HP,14-eh0024TU,Core i7,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,99850
HP,Envy,Core i5,Windows 10 Home,256 GB,8 GB,33.78 cm (13.3 inch),No,64391
Acer,PHN16-71,Core i7,Windows 11 Home,1 TB,16 GB,40.64 cm (16 Inch),No,137999
HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,38990
HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,53990
ASUS,VivoBook 14,Core i3,Windows 10 Home,512 GB,4 GB,35.56 cm (14 inch),No,42500
HP,250 G8,Core i3,Windows 10 Home,512 GB,4 GB,39.62 cm (15.6 inch),No,31000
HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,49990
Acer,A315-510P,Core i3,Windows 11 Home,256 GB,8 GB,39.62 cm (15.6 inch),Yes,31990
ASUS,VivoBook 15,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),Yes,32490
SAMSUNG,Galaxy Book3 Pro,Core i7,Windows 11 Home,1 TB,16 GB,35.56 cm (14 Inch),No,140990
ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,77990
HP,15-eg3079TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,66990
HP,15s-fq5202TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,53990
ZEBRONICS,ZEB-NBC 5S,Core i7,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,50990
LG,LG Gram 14Z90Q-G.AJ56A2,Core i5,Windows 11 Home,512 GB,8 GB,35.56 cm (14 Inch),No,64762
CHUWI,GemiBook X Pro,Celeron Quad Core,Windows 11 Home,256 GB,8 GB,35.81 cm (14.1 inch),No,21990
ASUS,M6500QC,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,70990
HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,38990
HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,37990
DELL,Vostro 3420,Core i5,Windows 11 Home,512 GB,8 GB,35.56 cm (14 inch),Yes,49950
HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,46990
HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,53990
ASUS,UX3402VA-KM742WS,Core i7,Windows 11 Home,512 GB,16 GB,35.56 cm (14 Inch),No,97990
Apple,MKGT3HN/A,M1 Pro,Mac OS Monterey,1 TB,16 GB,36.07 cm (14.2 inch),No,239900
DELL,Inspiron 3511,Core i3,Windows 11 Home,256 GB,8 GB,38.0 cm (14.96 cm),No,38790
HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,66999
HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,49990
ASUS,FX507ZC4-HN116WS,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,85800
ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,77990
HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,54990
DELL,Inspiron 3501,Core i5,Windows 10 Home,1 TB,8 GB,39.62 cm (15.6 inch),No,52199
HP,Natural Silver,Core i3,Windows 10 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,40500
Lenovo,13ABR8,Ryzen 7 Octa Core,Windows 11 Home,1 TB,16 GB,33.78 cm (13.3 inch),Yes,85751
HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,38990
HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,37990
MSI,Modern 14 C12M-670IN,Core i7,Windows 11 Home,512 GB,8 GB,35.56 cm (14 Inch),No,60990
LG,LG Gram 14Z90Q-G.AJ56A2,Core i5,Windows 11 Home,512 GB,8 GB,35.56 cm (14 Inch),No,64762
HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,46990
HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,53990
DELL,Inspiron 5410,Core i5,Windows 10,512 GB,8 GB,35.56 cm (14 inch),Yes,76990
ASUS,Vivobook Go 14,Ryzen 5 Quad Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),Yes,51990
Apple,MacBook Pro,Core i5,Mac OS Mojave,512 GB,8 GB,33.78 cm (13.3 inch),No,162990
HP,15s- fq3066TU,Celeron Dual Core,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,31964
HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,66999
HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,49990
ASUS,B9450FA-BM0696R,Core i7,Windows 10 Pro,1 TB,16 GB,35.56 cm (14 inch),No,152711
ASUS,VivoBook Ultra K15,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),Yes,64200
ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,77990
HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,54990
ASUS,Vivobook Go 15 OLED,Ryzen 5 Quad Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),Yes,56990
ASUS,Vivobook-Pro-15-M6500,Ryzen 7 Quad Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),Yes,68200
ASUS,FX506HCB-HN228T,Core i5,Windows 10 Home,1 TB,8 GB,39.62 cm (15.6 inch),No,79800
HP,15-eg3079TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,66990
HP,15s-fq5202TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,53990
MICROSOFT,Surface Laptop Go 3,Core i5,Windows 11 Home,256 GB,16 GB,31.5 cm (12.4 Inch),Yes,99990
Lenovo,V14,Core i5,Windows 11 Home,512 GB,8 GB,35.56 cm (14 inch),Yes,44356
HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,37990
HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,46990
Lenovo,15IAH7,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,74990
DELL,Inspiron 5410,Core i3,Windows 11 Home,512 GB,8 GB,35.56 cm (14 inch),Yes,53999
DELL,G15-5510,Core i5,Windows 10,512 GB,16 GB,39.62 cm (15.6 inch),No,62500
HP,Spectre Folio,Core i7,Windows 10 Home,512 GB,16 GB,33.78 cm (13.3 inch),Yes,220579
HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,38990
HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,53990
DELL,Inspiron 3521,Pentium Silver,Windows 11 Home,256 GB,8 GB,39.62 cm (15.6 Inch),No,32990
ASUS,K3605ZU-MBN541WS,Core i5,Windows 11 Home,512 GB,16 GB,40.64 cm (16 Inch),No,76990
HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,66999
HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,49990
ZEBRONICS,ZEB-NBC 5S,Core i7,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,50990
DELL,Inspiron 3535,Ryzen 5 Quad Core,Windows 11 Home,1 TB,8 GB,39.62 cm (15.6 Inch),No,49490
ASUS,Vivobook Go 15 OLED,Ryzen 5 Quad Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),Yes,57754
HP,247 G8,Ryzen 5 Dual Core,Windows 11 Home,512 GB,8 GB,35.56 cm (14 inch),No,32890
ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,77990
HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,54990
ASUS,GX650PZ-NM047WS,Ryzen 9 16 Core,Windows 11 Home,2 TB,32 GB,40.64 cm (16 Inch),No,349990
HP,15-eg3079TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,66990
ASUS,TUF,Core i5,Windows 10 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,67500
HP,15-EG2009TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,68800
SAMSUNG,Galaxy Book2 Pro,Core i5,Windows 11 Home,512 GB,16 GB,33.78 cm (13.3 Inch),No,64990
ASUS,UM5401QA-KM541WS,Ryzen 5 Hexa Core,Windows 11 Home,,16 GB,35.56 cm (14 Inch),No,55990
HP,Notebook,Athlon Dual Core,DOS,256 GB,4 GB,39.62 cm (15.6 inch),No,19299
Lenovo,15ITL05,Core i3,Windows 11 Home,,8 GB,39.62 cm (15.6 Inch),No,32990
HP,15s-fq5202TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,53990
HP,255 G8 Laptop,Ryzen 3 Dual Core,DOS,512 GB,8 GB,39.62 cm (15.6 inch),No,23999
HP,15-fb1016AX,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,54990
HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,49990
HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,46990
HP,15s-fr4001TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,54990
GIGABYTE,RC45KD,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,62990
Infinix,XL30,Celeron Quad Core,Windows 11 Home,512 GB,8 GB,39.01 cm (15.36 inch),No,23990
ASUS,X1504ZA-NJ521WS,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,47990
HP,14-dv1000TU,Core i5,Windows 11 Home,512 GB,8 GB,35.56 cm (14 inch),No,57680
HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,54990
HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,37990
HP,15-fa0070TX,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,57990
HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,38990
Lenovo,11IGL05,Celeron Dual Core,Chrome,64 GB,4 GB,29.46 cm (11.6 inch),No,15990
HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,49990
ASUS,G513RC-HN061W,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,77990
HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,54990
HP,16-wd0880TX,Core i5,Windows 11 Home,512 GB,16 GB,40.89 cm (16.1 Inch),No,94990
HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,38990
ASUS,Vivobook 15X,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),Yes,61500
HP,15s-fq5007TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,38990
Infinix,Inbook,Core i7,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,48990
HP,ef2033TU,Core i7,Windows 11 Home,1 TB,16 GB,34.29 cm (13.5 Inch),Yes,141899
HP,15s-fy5003TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,37990
HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,66999
MSI,Katana GF66 12UC-881IN,Core i5,Windows 11 Home,2 TB,8 GB,39.62 cm (15.6 Inch),No,72990
HP,15s-fy5002TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,49990
HP,15-eg3079TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,66990
HP,14-dv1029TU,Core i7,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,78100
HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,46990
HP,16-n0050AX,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,40.89 cm (16.1 Inch),No,88149
DELL,Inspiron 5518,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,36607
HP,15s,Ryzen 5 Quad Core,Windows 10 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,24831
HP,14s-ef1001tu,Core i5,Windows 11 Home,512 GB,8 GB,35.56 cm (14 Inch),No,59899
Acer,AN515-45,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,67000
HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,53990
HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,54990
HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,66999
DELL,Inspiron 3520,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,39490
HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,54990
HP,15s-fq2627TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),Yes,44400
DELL,Inspiron,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),Yes,38490
HP,255 G8,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,42990
DELL,Inspiron 7430,Core i3,Windows 11 Home,1 TB,8 GB,35.56 cm (14 inch),Yes,60490
MSI,Katana 17 B13UCXK-256IN,Core i7,Windows 11 Home,4 TB,16 GB,43.94 cm (17.3 Inch),No,88990
Infinix,XL25,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,37990
HP,13-BE0030AU,Ryzen 5 Hexa Core,Windows 10 Home,512 GB,16 GB,33.78 cm (13.3 inch),No,70500
